,Unnamed: 0,place,review,date,location,emotions,keywords
433,433,Продсклад Победа,"Не дорого, всегда свежие продукты. Вежливый и грамотный персонал.",24 сентября,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('продукты вежливый грамотный', 0.8477), ('дорого свежие продукты', 0.8453), ('свежие продукты вежливый', 0.8294), ('продукты вежливый', 0.8274), ('вежливый грамотный персонал', 0.8208)]]"
434,434,Продсклад Победа,"Мне очень нравится этот магаз есть мёд, варенье,и по доступным ценам есть комариные пластинки за 12 руб это радует,быстрое обслуживание!",21 сентября,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('очень нравится магаз', 0.7469), ('радует быстрое обслуживание', 0.7247), ('пластинки руб это', 0.7163), ('нравится магаз мёд', 0.7143), ('нравится магаз', 0.7117)]]"
435,435,Продсклад Победа,Понравился,17 сентября,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('понравился', 1.0)]]"
436,436,Продсклад Победа,"Приемлемые цены, не плохой ассортимент.",8 сентября,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('цены плохой ассортимент', 0.9622), ('приемлемые цены плохой', 0.9202), ('приемлемые цены', 0.9039), ('цены плохой', 0.8946), ('плохой ассортимент', 0.828)]]"
437,437,Продсклад Победа,Качество на высоте,10 августа,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('качество высоте', 0.9812), ('качество', 0.87), ('высоте', 0.8501)]]"
438,438,Продсклад Победа,"Неплохой магазин по приемлемым ценам. Рядом с домом. Чаще всего беру бытовую химию, конфеты, печенья. Выбор иногда хромает.",10 августа,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('магазин приемлемым ценам', 0.7747), ('ценам рядом домом', 0.7597), ('приемлемым ценам рядом', 0.751), ('печенья выбор хромает', 0.7457), ('приемлемым ценам', 0.7432)]]"
439,439,Продсклад Победа,Мой любимый магазин.,8 августа,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('любимый магазин', 0.9577), ('магазин', 0.8549), ('любимый', 0.7483)]]"
440,440,Продсклад Победа,Просрочка товар НИСШИГО класса,29 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('товар нисшиго класса', 0.9), ('просрочка товар нисшиго', 0.8967), ('нисшиго класса', 0.844), ('просрочка товар', 0.8229), ('товар нисшиго', 0.7624)]]"
441,441,Продсклад Победа,Можно найти всë что угодно,27 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('найти всë угодно', 0.8762), ('всë угодно', 0.7575), ('угодно', 0.7277), ('найти всë', 0.6547), ('найти', 0.6495)]]"
442,442,Продсклад Победа,"Добрый вечер! К этому объекту ""Союзный"" по ул. Карбышева совсем не пробраться. Забарикодировали со всех сторон. Качество продукции оставляет желать лучшего.",24 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('объекту союзный', 0.8163), ('этому объекту союзный', 0.8085), ('объекту союзный ул', 0.7925), ('союзный ул карбышева', 0.7194), ('союзный ул', 0.6903)]]"
443,443,Продсклад Победа,Хороший магазин.удачное место.хорошая парковка.замечательный персонал.советую.цены и ассортимент устраивают.,24 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('место хорошая парковка', 0.8343), ('хороший магазин удачное', 0.8061), ('хорошая парковка замечательный', 0.8033), ('хороший магазин', 0.7997), ('удачное место хорошая', 0.7844)]]"
444,444,Продсклад Победа,Топ,19 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('топ', 1.0)]]"
445,445,Продсклад Победа,Хорошо,3 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],[[]]
446,446,Продсклад Победа,"Более чисто, чем в других магазинах",29 июня,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('чисто других магазинах', 0.9183), ('чисто других', 0.8504), ('других магазинах', 0.8228), ('магазинах', 0.7907), ('чисто', 0.7129)]]"
447,447,Продсклад Победа,Ассортимент на 3+... За овощи - фрукты скорее всего придется выиграть битву))) но в целом обычный магазин нижней ценовой категории. Отравы нет.,28 июня,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('нижней ценовой категории', 0.8048), ('ценовой категории отравы', 0.7877), ('нижней ценовой', 0.7714), ('ассортимент овощи фрукты', 0.7615), ('магазин нижней ценовой', 0.7586)]]"
448,448,Продсклад Победа,"Хороший магазин,прям под рукой,хороший персонал и красивые.👍🙂",20 июня,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('хороший магазин прям', 0.8725), ('хороший персонал красивые', 0.8595), ('хороший магазин', 0.8572), ('рукой хороший персонал', 0.849), ('хороший персонал', 0.8465)]]"
449,449,Продсклад Победа,Совсем не давно считал этот маг жестью т.к. присутствует своеобразный запас совершенно не чистоты. Большой плюс это ЦЕНЫ. Не понятно почему все 3 склада отличаются друг от друга. Вообще для экономии норм,15 июня,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('жестью присутствует своеобразный', 0.6607), ('друга вообще экономии', 0.6392), ('отличаются друг', 0.6383), ('склада отличаются друг', 0.6361), ('совершенно чистоты', 0.6331)]]"
450,450,Продсклад Победа,Класс🌹🌹🌹,6 июня,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('класс', 1.0)]]"
451,451,Продсклад Победа,"Выбор товаров широкий. Качество зависит от товара, соответствующего бренда, как и везде. 
Продавцы клиентоориентированы. 
Быстрое обслуживание. 
Выбор овощей есть, но картофель всегда плохой. Фрукты хорошие.",2 июня,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('выбор товаров широкий', 0.7063), ('товаров широкий качество', 0.6995), ('плохой фрукты хорошие', 0.6843), ('широкий качество', 0.6785), ('широкий качество зависит', 0.6669)]]"
452,452,Продсклад Победа,"Обожаю этот магазин!!! Там одна продавец, такая хорошая, мы с ней часто общаемся и она очень быстро обслуживает людей!!! Худенькая светленькая, с красивой улыбкой))",25 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('обслуживает людей худенькая', 0.7676), ('обожаю магазин', 0.7258), ('обожаю магазин одна', 0.7231), ('обожаю', 0.7088), ('обслуживает людей', 0.7078)]]"
453,453,Продсклад Победа,Нормально,20 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('нормально', 1.0)]]"
454,454,Продсклад Победа,Еда не вкусная - особенно колбаса,17 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('вкусная особенно колбаса', 0.9228), ('еда вкусная особенно', 0.9079), ('особенно колбаса', 0.9056), ('вкусная особенно', 0.8324), ('колбаса', 0.8059)]]"
455,455,Продсклад Победа,Прекрасно. Отличный продуктовый магазин,16 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('отличный продуктовый магазин', 0.9393), ('прекрасно отличный продуктовый', 0.9065), ('продуктовый магазин', 0.897), ('прекрасно отличный', 0.8592), ('отличный продуктовый', 0.8451)]]"
456,456,Продсклад Победа,Всё окей,16 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('всё окей', 1.0), ('окей', 0.9015), ('всё', 0.7463)]]"
457,457,Продсклад Победа,"Отсутствие кассиров отбивает все желание посещать данный магазин,так же как и просроченный товар",12 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('кассиров отбивает желание', 0.831), ('отбивает желание посещать', 0.7884), ('желание посещать данный', 0.7495), ('отбивает желание', 0.7383), ('желание посещать', 0.7185)]]"
458,458,Продсклад Победа,"Среднее качество товаров, овощи-фрукты часто лежат не перебраные, встречаются подпорченные.",2 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('качество товаров овощи', 0.8233), ('среднее качество товаров', 0.8187), ('качество товаров', 0.7945), ('товаров овощи фрукты', 0.7753), ('овощи фрукты часто', 0.7525)]]"
459,459,Продсклад Победа,"Намного лучше светофора,качественные продукты и хорошее обслуживание.",1 мая,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('светофора качественные продукты', 0.853), ('намного светофора качественные', 0.8346), ('светофора качественные', 0.8269), ('намного светофора', 0.8244), ('светофора', 0.8119)]]"
460,460,Продсклад Победа,"Цены приемлемые. Магазин более менее чистый, продавцы вежливые, ассортимент нормальный. Одним словом: магазин - склад. Удивляют ассортиментом. Можно купить не дорогой товар",24 апреля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('цены приемлемые магазин', 0.7756), ('одним словом магазин', 0.7402), ('словом магазин склад', 0.7144), ('нормальный одним словом', 0.7092), ('словом магазин', 0.7022)]]"
461,461,Продсклад Победа,"Качество фров отвратительное. Лук проросший. Морковь вялая. Картофель даже не выбрать. Мелкий , гнилой.",15 апреля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('картофель выбрать мелкий', 0.8178), ('морковь вялая картофель', 0.7898), ('фров отвратительное лук', 0.7787), ('качество фров отвратительное', 0.7682), ('фров отвратительное', 0.7634)]]"
462,462,Продсклад Победа,Понравилось. Хороший продуктовый,12 апреля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('понравилось хороший продуктовый', 0.9791), ('понравилось хороший', 0.9168), ('хороший продуктовый', 0.9094), ('продуктовый', 0.8051), ('хороший', 0.776)]]"
463,463,Продсклад Победа,"Выбор товара, парковка",9 апреля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('выбор товара парковка', 0.9811), ('товара парковка', 0.907), ('выбор товара', 0.9011), ('парковка', 0.8518), ('товара', 0.8202)]]"
464,464,Продсклад Победа,"Магазин как все Победы ,цены низкие качество продукции средние",4 апреля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('цены низкие качество', 0.8636), ('победы цены низкие', 0.8524), ('магазин победы цены', 0.838), ('цены низкие', 0.7975), ('низкие качество продукции', 0.7929)]]"
465,465,Продсклад Победа,"Магазин не плохой. Большой выбор товаров, как продовольственных так и промышленных по приемлемым ценам.",2 апреля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('промышленных приемлемым ценам', 0.8011), ('товаров продовольственных промышленных', 0.766), ('выбор товаров продовольственных', 0.7553), ('товаров продовольственных', 0.7482), ('продовольственных', 0.7481)]]"
466,466,Продсклад Победа,"Всё нравится, стоянка есть, это лучшая победа в городе.",9 марта,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('всё нравится стоянка', 0.8093), ('нравится стоянка это', 0.7876), ('всё нравится', 0.7701), ('нравится стоянка', 0.7555), ('стоянка это лучшая', 0.751)]]"
467,467,Продсклад Победа,"Люблю этот магазин .
Часто бываю в нем.
Единственное замечание продавцов стало мало на салатахм, рыбе , готовои мясной продукции часто один продавец .Так же с кассирами бывает.",8 марта,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('магазин часто бываю', 0.7508), ('люблю магазин часто', 0.7473), ('люблю магазин', 0.6959), ('часто бываю нем', 0.6924), ('салатахм рыбе готовои', 0.6825)]]"
468,468,Продсклад Победа,Магазин с приемлемыми ценами,12 февраля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('магазин приемлемыми ценами', 0.9892), ('приемлемыми ценами', 0.9154), ('ценами', 0.8258), ('магазин приемлемыми', 0.8002), ('приемлемыми', 0.7128)]]"
469,469,Продсклад Победа,магазин заметно стал лучше. цены на некоторые позиции дороговаты. Но что-то есть и дешевле. Поэтому однозначно дешевым его назвать нельзя.,28 января,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('дешевле поэтому однозначно', 0.7321), ('дороговаты дешевле поэтому', 0.7252), ('поэтому однозначно дешевым', 0.7106), ('однозначно дешевым назвать', 0.7038), ('позиции дороговаты дешевле', 0.7025)]]"
470,470,Продсклад Победа,Пустые прилавки и очередь всегда,28 января,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('пустые прилавки очередь', 0.9147), ('пустые прилавки', 0.8499), ('прилавки очередь', 0.824), ('прилавки', 0.7284), ('пустые', 0.6939)]]"
471,471,Продсклад Победа,Цены радуют. Но надо быть готовым к тому что товар неизвестного производителя может вас разочаровать.,17 января,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEGATIVE'],"[[('цены радуют готовым', 0.8622), ('цены радуют', 0.7835), ('радуют готовым', 0.7369), ('товар неизвестного', 0.7191), ('товар неизвестного производителя', 0.7147)]]"
472,472,Продсклад Победа,Вкусный батон и недорогая т. Бумага,21 декабря 2022,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('вкусный батон недорогая', 0.933), ('вкусный батон', 0.8793), ('батон недорогая бумага', 0.8621), ('батон недорогая', 0.8313), ('недорогая бумага', 0.7969)]]"
473,473,Музыкант,"Узкая специализация, как раз, то, что нужно.",29 июля,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['NEUTRAL'],"[[('узкая специализация нужно', 0.8351), ('специализация нужно', 0.8104), ('узкая специализация', 0.7266), ('специализация', 0.6693), ('нужно', 0.6516)]]"
474,474,Музыкант,Хороший персонал,18 февраля 2021,"POLYGON ((49.9911367 53.0881254, 49.9910221 53.0880142, 49.9909315 53.0879264, 49.9908395 53.0879606, 49.9908204 53.0879421, 49.9907516 53.0879676, 49.9908342 53.0880476, 49.9908086 53.0880571, 49.9908741 53.0881206, 49.9909012 53.0881105, 49.9909938 53.0882003, 49.9910674 53.0881729, 49.9910511 53.0881572, 49.9911367 53.0881254))",['POSITIVE'],"[[('хороший персонал', 1.0), ('хороший', 0.9061), ('персонал', 0.8042)]]"
